,invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total,billing_state_filled
569,570,52,2020-10-07,202 Hoxton Street,London,,United Kingdom,N1 5LH,2.97,Unknown
570,571,51,2020-10-09,Celsiusg. 9,Stockholm,,Sweden,11230,2.97,Unknown
571,572,34,2020-10-13,Rua da Assunção 53,Lisbon,,Portugal,Unknown,4.95,Unknown
572,573,27,2020-10-16,1033 N Park Ave,Tucson,AZ,USA,85719,10.89,AZ
573,574,49,2020-10-17,Ordynacka 10,Warsaw,,Poland,00-358,10.89,Unknown
574,575,15,2020-10-19,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,3.96,BC
575,576,45,2020-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,5.94,Unknown
576,577,28,2020-10-20,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,UT
577,578,25,2020-10-21,319 N. Frances Street,Madison,WI,USA,53703,11.88,WI
578,579,6,2020-10-23,Rilská 3174/6,Prague,,Czech Republic,14300,10.89,Unknown
579,580,24,2020-10-25,162 E Superior Street,Chicago,IL,USA,60611,9.9,IL
580,581,32,2020-10-26,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,13.86,MB
581,582,5,2020-10-30,Klanova 9/506,Prague,,Czech Republic,14700,17.82,Unknown
582,583,22,2020-10-30,120 S Orange Ave,Orlando,FL,USA,32801,10.89,FL
583,584,30,2020-10-31,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,0.99,ON
584,585,40,2020-10-31,"8, Rue Hanovre",Paris,,France,75002,8.91,Unknown
585,586,55,2020-11-01,421 Bourke Street,Sidney,NSW,Australia,2010,10.89,NSW
586,587,12,2020-11-07,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,1.98,RJ
587,588,5,2020-11-12,Klanova 9/506,Prague,,Czech Republic,14700,0.99,Unknown
588,589,41,2020-11-12,"11, Place Bellecour",Lyon,,France,69002,10.89,Unknown
589,590,51,2020-11-17,Celsiusg. 9,Stockholm,,Sweden,11230,8.91,Unknown
590,591,16,2020-11-20,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,6.93,CA
591,592,2,2020-11-21,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,7.92,Unknown
592,593,12,2020-11-23,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,10.89,RJ
593,594,31,2020-11-24,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,2.97,NS
594,595,23,2020-11-27,69 Salem Street,Boston,MA,USA,2113,7.92,MA
595,596,42,2020-11-27,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,Unknown
596,597,13,2020-11-28,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,6.93,DF
597,598,26,2020-12-04,2211 W Berry Street,Fort Worth,TX,USA,76110,4.95,TX
598,599,59,2020-12-06,"3,Raj Bhavan Road",Bangalore,,India,560001,7.92,Unknown
599,600,29,2020-12-08,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,4.95,ON
600,601,44,2020-12-08,Porthaninkatu 9,Helsinki,,Finland,00530,10.89,Unknown
601,602,21,2020-12-09,801 W 4th Street,Reno,NV,USA,89503,6.93,NV
602,603,26,2020-12-10,2211 W Berry Street,Fort Worth,TX,USA,76110,4.95,TX
603,604,46,2020-12-12,3 Chatham Street,Dublin,Dublin,Ireland,Unknown,17.82,Dublin
604,605,35,2020-12-17,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,Unknown,3.96,Unknown
605,606,15,2020-12-18,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,11.88,BC
606,607,59,2020-12-19,"3,Raj Bhavan Road",Bangalore,,India,560001,4.95,Unknown
607,608,49,2020-12-20,Ordynacka 10,Warsaw,,Poland,00-358,0.99,Unknown
608,609,14,2020-12-20,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,2.97,AB
609,610,55,2020-12-21,421 Bourke Street,Sidney,NSW,Australia,2010,6.93,NSW
610,611,52,2020-12-27,202 Hoxton Street,London,,United Kingdom,N1 5LH,1.98,Unknown
611,612,33,2020-12-27,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,11.88,NT
612,613,20,2020-12-29,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,CA
613,614,53,2020-12-30,113 Lupus St,London,,United Kingdom,SW1V 3EN,12.87,Unknown
